talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
364,17,4,Draught Overflow,0,Increases Gilnean Cocktail\'s explosion length by 35%.
365,17,7,Quicksilver Bullets,0,IncreasesÿHumanÿBasic Attack range by 20%.
366,17,7,Incendiary Elixir,0,"Quest:ÿEvery time you hit an enemy Hero with the explosion damage from Gilnean Cocktail increase its explosion damage by 15, up to 225. Reward:ÿAfter hitting 15 Heroes, the cooldown is also reduced by 4 seconds."
367,17,7,Wizened Duelist,0,"Quest:ÿHero takedowns increase Basic Attack damage by 3%, to a maximum of 30%. This bonus is lost on death. Reward:ÿNone"
368,17,10,Go for the Throat,0,"Leap at an enemy Hero and shapeshift into aÿWorgen, slashing for 921 (437 + 4% per level) total damage. If this kills them, the Ability can be used a second time within 10 seconds for free."
369,17,10,Marked for the Kill,0,"Shapeshift into aÿHumanÿand fire a shot hitting the first enemy Hero in its path for 149 (71 + 4% per level) damage. For 5 seconds, their Armor is lowered by 25, taking 25% more damage. Each time Greymane damages the Marked Hero, the duration is refreshed."
370,17,13,Running Wild,0,Increases Darkflight and Disengage\'s range by 35%.
371,17,13,Visceral Attacks,0,WorgenÿBasic Attacks reduce Razor Swipe\'s cooldown by 1 second.
372,17,13,On the Prowl,0,Inner Beast increases your Movement Speed by 30% once it has been active for 3 seconds.
373,17,13,Unfettered Assault,0,Increases Razor Swipe\'s lunge distance by 60%.
374,17,16,Eager Wolf,0,Increases the Attack Speed bonus of Inner Beast by an additional 40% after it has been active for 4 seconds.
375,17,16,Executioner,0,"Attacking a Hero that is slowed, rooted, or stunned increases your Basic Attack damage by 30% for 3 seconds."
376,17,16,Alpha Killer,0,WorgenÿBasic Attacks against Heroes deal bonus damage equal to 3% of the Hero\'s maximum Health.
377,17,20,Unleashed,0,"If the free cast of Go for the Throat kills its target, another free cast is provided that deals 35% more damage, up to 140%."
378,17,20,Gilnean Roulette,0,Marked for the Kill\'s Armor reduction is now refreshed by any damage done to the Marked Hero.
379,17,20,Hunter\'s Blunderbuss,0,HumanÿBasic Attacks splash for 100% damage behind the target.
380,17,20,Tooth and Claw,0,WorgenÿBasic Attacks cleave for 100% damage.
381,18,1,Pursuit of Flame,0,Quest:ÿHit 40 enemy Heroes with Fel Flame. Reward:ÿFel Flame\'s radius is increased by 10%.
382,18,1,Glyph of Drain Life,0,Increases the cast range of Drain Life by 25%.
383,18,1,Echoed Corruption,0,"Quest:ÿHit 40 enemy Heroes with Corruption. Reward:ÿAfter the third strike, Corruption strikes 3 times in the opposite direction."
384,18,1,Chaotic Energy,0,Quest:ÿGathering a Regen Globe causes your next Basic Ability with a Mana cost to refund 40 Mana. Reward:ÿAfter Gathering 20 Regen Globes your Basic Ability Mana costs are permanently reduced by 20.
385,18,4,Health Funnel,0,"If an enemy dies while under the effect of Drain Life, the cooldown is instantly refreshed."
386,18,4,Improved Life Tap,0,Life Tap now restores 35% Mana.
387,18,4,Consume Soul,30,Instantly kill an enemy Minion and heal for 800 (380 + 4% per level) Health. Stores 2 charges.
388,18,7,Bound by Shadow,0,Each enemy Hero hit with Fel Flame reduces the cooldown of Corruption by 1 second.
389,18,7,Devour the Frail,0,Drain Life deals 50% more damage to enemies below 50% Health.
390,18,7,Curse of Exhaustion,0,"Upon expiration, Corruption slows enemy Movement Speed by 50% for 2.5 seconds."
391,18,7,Hunger for Power,0,Increases Ability Power by 15% but reduces healing received from allies by 25%.
392,18,10,Horrify,80,"After a short delay, deal 263 (125 + 4% per level) damage and fear enemy Heroes in the area for 2 seconds."
393,18,10,Rain of Destruction,100,Summon a rain of meteors in an area for 7 seconds. Each meteor deals 362 (172 + 4% per level) damage in a small area.
394,18,13,Fel Armor,0,"Hitting an enemy Hero with Fel Flame grants 40 Spell Armor for 2.5 seconds, reducing Ability Damage taken by 40%."
395,18,13,Harvest Life,0,Drain Life heals for 50% more Health when used on Heroes.
396,18,13,Dark Bargain,0,Your maximum Health is permanently increased by 25% but your Death Respawn time is increased by 15 seconds.
397,18,13,Healthstone,60,Activate to heal for 25% of your maximum Health.
398,18,16,Rampant Hellfire,0,Fel Flame\'s damage is increased by 8% for 5 seconds when hitting an enemy Hero. This can stack up to 5 times.
399,18,16,Ruinous Affliction,0,"Corruption deals an additional 171 (82 + 4% per level) damage on impact. If the enemy is hit by all three strikes, the third strike deals 511 (243 + 4% per level) damage."
400,18,16,Darkness Within,0,"After using Life Tap, the next ability you cast has 25% increased Ability Power."
401,18,20,Haunt,0,"Increases the duration of Horrify by 1 second and feared enemies lose 25 Armor, causing them to take 25% increased damage."
402,18,20,Deep Impact,0,Rain of Destruction slows enemies Movement Speed by 90% for 0.5 seconds.
403,18,20,Demonic Circle,60,Summon a Demonic Circle at your location. Activate to teleport to the Demonic Circle.
404,19,1,Immolation,0,"After using Sweeping Strike, burn nearby enemies for 49 (23 + 4% per level) damage a second for 4 seconds."
405,19,1,Battered Assault,0,Increase Sweeping Strike\'s Basic Attack damage bonus duration from 3 to 5 seconds. If Sweeping Strike hits 2 Heroes its damage bonus is increased from 35% to 125%.
406,19,1,Unending Hatred,0,"Quest:ÿEvery Minion you kill gives you 0.1 Attack Damage. Every Takedown gives 1 Attack Damage. Reward:ÿOnce you reach 20 Attack Damage, receive an additional 20 Attack damage."
407,19,4,Rapid Chase,0,Dive grants 15% Movement Speed for 2 seconds.
408,19,4,Friend or Foe,0,Increases the range of Dive by 20% and allows it to be used on allied Heroes without damaging them.
409,19,4,Unbound,0,"Sweeping Strike can go over walls and terrain. Reward:ÿAfter hitting 30 Heroes with Sweeping Strike, gain a second charge."
410,19,7,Reflexive Block,0,"Using Dive grants 75 Physical Armor against the next 2 Hero Basic Attacks for 3 seconds, reducing the damage taken by 75%."
411,19,7,Thirsting Blade,0,Betrayer\'s Thirst\'s healing from Basic Attacks is increased from 30% to 50% while Sweeping Strike\'s damage bonus is active.
412,19,7,Hunter\'s Onslaught,0,Basic Abilities heal for 25% of the damage they deal. Double this bonus versus Heroes.
413,19,10,Metamorphosis,120,"Transform into Demon Form at the target location, dealing 101 (48 + 4% per level) damage in the area. Temporarily increase your maximum Health by 439 (208 + 4% per level) for each Hero hit. Lasts for 18 seconds."
414,19,10,The Hunt,60,"Charge to target unit, dealing 550 (262 + 4% per level) damage on impact and stunning for 1 second."
415,19,13,Nimble Defender,0,"If Sweeping Strikes hits an enemy Hero, gain 25 Armor for 2 seconds, reducing damage taken by 25%."
416,19,13,Elusive Strike,0,Sweeping Strike reduces the cooldown of Evasion by 3 seconds every time it damages an enemy Hero.
417,19,13,Sixth Sense,0,"Evasion grants Illidan 75 Spell Armor against the next 2 sources of Spell damage, reducing their damage by 75%."
418,19,16,Marked for Death,0,Dive deals an extra 395 (188 + 4% per level) damage if you hit a target consecutively within 10 seconds.
419,19,16,Fiery Brand,0,Every 4th attack against the same Hero deals an additional 6% of their maximum Health as damage.
420,19,16,Blades of Azzinoth,0,Hitting 5 Heroes with Sweeping Strike allows you to activate Blades of Azzinoth to increase your Basic Attack damage by 75% for 8 seconds.
421,19,20,Demonic Form,0,"Permanently remain in Demonic Form. Metamorphosis also increases your Attack Speed by 20% and reduces the duration of slows, roots, and stuns against you by 50%. You can now mount in Demonic Form."
422,19,20,Nowhere to Hide,0,The Hunt gains unlimited range. You passively reveal enemy Heroes below 25% Health anywhere on the Battleground.
423,19,20,Nexus Blades,0,Basic Attacks deal 20% more damage and slow enemy Movement Speed by 20% for 1 second.
424,19,20,Bolt of the Storm,70,Activate to teleport to a nearby location.
425,20,1,Winter\'s Reach,0,Increases the range of Frostbolt by 30%.
426,20,1,Lingering Chill,0,Increases the duration of Chill from 4 seconds to 6 seconds.
427,20,1,Deep Chill,0,Increases the slow of Chill from 25% to 30%.
428,20,1,Conjurer\'s Pursuit,0,"Quest:ÿGathering Regeneration Globes increases your Mana Regeneration by 0.1 per second, up to 2.5 per second. Reward:ÿAfter gathering 25 Globes, also increase your maximum Mana by 100."
429,20,4,Frost Shards,0,Frostbolt will now pierce the first target to hit an additional target behind them.
430,20,4,Arcane Intellect,0,Dealing damage to a Chilled target returns Mana to Jaina. Basic Attacks return 5 Mana and abilities return 20.
431,20,4,Frost Armor,0,"Enemy Heroes that attack you are Chilled. Additionally, every 10 seconds, gain 50 Physical Armor against the next enemy Hero Basic attack, reducing the damage taken by 50%."
432,20,7,Ice Floes,0,"Doubles the width of Cone of Cold and causes each target hit to reduce its cooldown by 1 seconds, to a maximum of 5 seconds per cast."
433,20,7,Frostbitten,0,Increases the damage bonus of Frostbite from 50% to 65%.
434,20,7,Ice Lance,0,When Frostbolt hits a Chilled target its cooldown is reduced by 2 seconds and you regain 10 Mana.
435,20,10,Ring of Frost,0,"After a 1.5 second delay, create a Ring of Frost in an area that deals 310 damage and roots enemies for 3 seconds. The ring persists for 3 seconds afterward, Chilling any enemies who touch it."
436,20,10,Summon Water Elemental,0,"Summons a Water Elemental at target location. The Water Elemental\'s Basic Attacks do 78 damage, splash for 25% damage and Chill. Can reactivate the Ability to retarget the Water Elemental. Lasts 20 seconds."
437,20,13,Storm Front,0,Increases the cast range of Blizzard by 100%.
438,20,13,Ice Barrier,0,"When Jaina does increased damage from Frostbite, she is shielded for 25% of the total damage dealt. This Shield lasts 4 seconds."
439,20,13,Icy Veins,60,Activate to make your Basic Abilities\' cooldowns recharge three times as fast and reduce their Mana cost by 50% for 5 seconds.
440,20,16,Snowstorm,0,Increases the radius of Blizzard by 30%.
441,20,16,Northern Exposure,0,"Enemies damaged by Cone of Cold have their Armor lowered by 25 for 2 seconds, increasing the damage they take by 25%."
442,20,16,Numbing Blast,0,Cone of Cold also roots Chilled targets for 1 second.
443,20,20,Cold Snap,0,The center of the ring also explodes with frost after the first ring expires.
444,20,20,Wintermute,0,"Increases the cast range of Water Elemental by 50%, and the Water Elemental will now mimic your Basic Abilities for 50% damage."
445,20,20,Improved Ice Block,20,"Activate to place yourself in Stasis and gain Invulnerability for 2.5 seconds. When this effect expires, nearby enemies are Chilled."
446,20,20,Arcane Power,60,Activate to instantly restore 400 Mana and increase Ability Power by 15% for 10 seconds.
447,21,1,Regeneration Master,0,"Quest: Gathering a Regeneration Globe increases your Health Regeneration by 1 per second, up to 30. Reward: After gathering 30 Regeneration Globes, you also gain 500 Health."
448,21,1,Reinforce,0,Using Basic Abilities reduces the next Basic Attack against you by 50%. Maximum 2 stacks.
449,21,1,Righteous Smash,0,Punish restores 10 Mana per enemy hit.
450,21,1,Knight Takes Pawn,0,Condemn deals 165 additional damage to Minions and Mercenaries and stuns them for 3 seconds.
451,21,4,Amplified Healing,0,Increases regeneration effects and all healing received by 30%.
452,21,4,Roar,0,Increases Punish damage by 50%.
453,21,4,Eternal Retaliation,0,Condemn\'s cooldown is lowered by 0.75 seconds for each enemy affected. Maximum of 10 targets.
454,21,4,Laws of Hope,0,Regenerating 10 Health per second.Activate to heal 20% of your max Health over 4 seconds.
455,21,7,Blessed Momentum,0,Basic Attacks reduce your Basic Ability cooldowns by 0.5 seconds.
456,21,7,Conviction,0,Movement Speed is increased by 25% while Condemn is charging up.
457,21,7,The Crusade Marches On,0,Basic and Heroic Abilities lower the cooldown of Iron Skin by 1.5 seconds.
458,21,7,Sins Exposed,0,"Shield Glare marks enemies for 4 seconds. The next time any ally damages them, they take 68 extra damage and the mark is removed."
459,21,10,Falling Sword,0,"You leap towards an area. While in the air, you can steer the landing location by moving. After 2 seconds you land, dealing 356 damage to nearby enemies and knocking them into the air."
460,21,10,Blessed Shield,0,"Deal 114 damage and stun the first enemy hit for 1.5 seconds. Blessed Shield then bounces to 2 nearby enemies, dealing 57 damage and stunning them for 0.75 seconds."
461,21,13,Burning Rage,0,Deal 23 damage per second to nearby enemies.
462,21,13,Hold Your Ground,0,"Increases Iron Skin\'s Shield by 20%, and if the Shield is destroyed by damage the cooldown is reduced by 4 seconds."
463,21,13,Subdue,0,Increases Punish\'s slow to 80% decaying over 3 seconds.
464,21,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
465,21,16,Holy Renewal,0,Every enemy Hero affected by Shield Glare heals you for 114.
466,21,16,Blessed Hammer,0,"Condemn also creates a hammer that spirals around you, dealing 41 damage to enemies it hits."
467,21,16,Fanaticism,0,"While Iron Skin is active, gain 8% Movement Speed each time you take damage. Stacks up to 40%."
468,21,16,Imposing Presence,0,Enemies that attack you have their Attack Speed slowed by 40%.
469,21,20,Heaven\'s Fury,0,"While in the air, holy bolts rain down on enemies dealing 75 damage and reducing the cooldown of Falling Sword by 2 seconds for each enemy hit."
470,21,20,Radiating Faith,0,Increases Blessed Shield\'s stun duration by 33% and maximum enemies hit by 2.
471,21,20,Indestructible,0,"Upon taking fatal damage, gain a Shield equal to your maximum Health for 5 seconds. This effect has a 120 second cooldown."
472,21,20,Storm Shield,0,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
473,22,1,Convection,0,"Quest:ÿWhen Flamestrike damages an enemy Hero, increase its damage by 5, up to 100. Lose all damage bonuses if you die. Reward:ÿAfter gaining 100 bonus damage, increase Flamestrike damage by an additional 100 and no longer lose the bonus if you die."
474,22,1,Fel Infusion,0,Increases your Ability Power by 4%. Heal for 94 Health when you activate Verdant Spheres.
475,22,1,Mana Addict,0,"Quest: Gathering a Regeneration Globe increases your maximum Mana by 15. Reward:ÿAfter gathering 20 Regeneration Globes, you can also activate Arcane Barrier to gain a Shield equal to 100% of your maximum Mana for 4 seconds. 45 second cooldown."
476,22,4,Nether Wind,0,"Increases Gravity Lapse\'s range by 30%. When Gravity Lapse hits an enemy Hero, refund 80 Mana."
477,22,4,Energy Roil,0,"When Gravity Lapse hits a Hero, reduce its cooldown by 9 seconds."
478,22,4,Mana Tap,0,Activating Verdante Spheres restores 4% of your maximum Mana.
479,22,7,Burned Flesh,0,"When Flamestrike damages 2 or more Heroes, they take additional damage to 8% of their maximum Health."
480,22,7,Sun King\'s Fury,0,Living Bombs that spread to enemy Heroes deal 35% more damage.
481,22,7,Sunfire Enchantment,0,Activating Verdant Spheres causes your next Basic Attack to instead shoot a spell dealing 362 (165 + 4% per level) damage.
482,22,10,Phoenix,0,"Launch a Phoenix to an area, dealing 171 damage to enemies along the way. The Phoenix persists for 7 seconds, attacking enemies for 171 damage and splashing for 50%."
483,22,10,Pyroblast,0,"After 2 seconds, cast a slow-moving fireball that deals 2150 damage to an enemy Hero and 1075 damage to enemies nearby."
484,22,13,Pyromaniac,0,"Each time Living Bomb deals periodic damage, your Basic Ability cooldowns are refreshed by 1 second."
485,22,13,Backdraft,0,Living Bomb\'s explosion slows enemies Movement Speed by 30% for 2 seconds.
486,22,13,Fission Bomb,0,Increases Living Bomb\'s explosion radius by 20%.
487,22,16,Fury of the Sunwell,0,Flamestrike will explode a second time 1.5 seconds later.
488,22,16,Twin Spheres,0,Verdant Spheres gains a second charge.
489,22,16,Arcane Dynamo,0,"Using a Basic Ability increases your Ability Power by 3% for 5 seconds, stacking up to 15%."
490,22,20,Rebirth,0,Increases Phoenix duration by 100%. You may order the Phoenix to move to a different location once while the Phoenix is alive.
491,22,20,Presence Of Mind,0,Increases Pyroblast\'s explosion radius by 50% and reduces its cooldown by 25 seconds per enemy Hero hit.
492,22,20,Master of Flames,0,Living Bomb\'s spread from explosions can now also spread Living Bomb.
493,22,20,Flamethrower,0,"Increases the cast range of Flamestrike by 40%. If you hit 2 or more Heroes, Flamestrike\'s cooldown is reduced by 4 seconds."
494,23,1,Siphoning Impact,0,"If the targeted enemy dies within 1.5 seconds, Kerrigan heals for 10% of her maximum Health."
495,23,1,Sharpened Blades,0,Impaling Blades deals 25% more damage.
496,23,1,Energizing Grasp,0,Reduces the Mana cost of Primal Grasp by 75%.
497,23,1,Block,0,"Every 5 seconds, gain 75 Physical Armor against the next Hero Basic Attack, reducing the damage taken by 75%. Stores up to 2 charges."
498,23,4,Clean Kill,0,"If Ravage kills the target, it restores 75% of its Mana cost and increases the damage of your next Ravage by 25%."
499,23,4,Psionic Pulse,0,"After casting Primal Grasp, deal 88 (42 + 4% per level) damage per second to nearby enemies. Lasts 5 seconds."
500,23,4,Fury of the Swarm,0,Basic Attacks splash for 60% damage around the target.
501,23,4,Envenom,60,"Activate to poison an enemy Hero, dealing 352 damage over 10 seconds."
502,23,7,Adaptation,0,"Ravage can be used to jump to allies, refunding 50% of the cooldown and 100% of the Mana cost."
503,23,7,Blade Torrent,0,Increases Impaling Blades\' radius by 30%.
504,23,7,Assimilation Mastery,0,Increases the duration of Assimilation by 100%. While Assimilation Shields are active your Health and Mana regeneration is increased by 100%.
505,23,7,Bladed Momentum,0,Basic Attacks reduce your Basic Ability cooldowns by 0.6 seconds.
506,23,10,Maelstrom,0,Deals 82 damage per second to nearby enemies. Lasts for 7 seconds.
507,23,10,Summon Ultralisk,0,Summon an Ultralisk that attacks the target to deal 91 damage. Attacks splash to nearby enemies for 50% damage. Can reactivate the Ability to retarget the Ultralisk. Lasts for 20 seconds.
508,23,13,Lingering Essence,0,Increases Assimilation Shield\'s duration to 20 seconds.
509,23,13,Eviscerate,0,Increases Ravage\'s range by 40%.
510,23,13,Double Strike,0,"When your Basic Abilities damage an enemy, your next Basic Attack hits for 75% bonus damage."
511,23,13,Queen\'s Rush,50,Activate to increase your Movement Speed by 30% for 4 seconds. Queen\'s Rush is also applied for free on Takedowns.
512,23,16,Aggressive Defense,0,Increases base Shield amount gained from Assimilation by 100%.
513,23,16,Essence for Essence,60,Activate to deal 10% of target enemy Hero\'s Max Health and gain Assimilation Shields for twice that amount.
514,23,16,Overdrive,25,Activate to increase Ability Power by 25% and Mana costs by 40% for 5 seconds.
515,23,20,Omegastorm,0,Maelstrom size increased by 25% . Amount of Assimilation Shields generated by Maelstrom increased by 100%.
516,23,20,Torrasque,0,"The Ultralisk morphs into an egg when it dies. If the egg isn\'t killed within 4 seconds, a new Ultralisk is born."
517,23,20,Nexus Blades,0,Basic Attacks deal 20% more damage and slow enemy Movement Speed by 20% for 1 second.
518,23,20,Bolt of the Storm,70,Activate to teleport to a nearby location.
519,24,1,Transcendence,0,Every 3rd Basic Attack heals the lowest nearby allied Hero for 160 (76 + 4% per level).
520,24,1,Iron Fists,0,Every 3rd Basic Attack deals 125% bonus damage and gives 30% increased Move Speed for 2 seconds.
521,24,1,Insight,0,"Quest: Every 3rd Basic Attack restores 31 (15 + 4% per level) Mana and grants a stack of Insight. Reward: Once you have 100 stacks of Insight, every 3rd attack also reduces the cooldown of all your Basic Abilities by 1 second."
522,24,4,Spirit Ally,45,Place a Spirit Ally that heals allies in a large area around it for 2% of their maximum Health every second. Has 316 (150 + 4% per level) Health and lasts 10 seconds. You can Radiant Dash to Spirit Allies.
523,24,4,Earth Ally,30,Place an Earth Ally that reduces Heroic Basic Attack damage nearby allied Heroes receive by 50%. Has 843 (400 + 4% per level) Health and lasts 10 seconds. Kharazim can Radiant Dash to Earth Allies.
524,24,4,Air Ally,20,"Place an Air Ally that grants vision of a large area around it. Has 158 (75 + 4% per level) Health, lasts 40 seconds, and stores up to 2 charges. Kharazim can Radiant Dash to Air Allies."
525,24,7,Blinding Speed,0,Decreases Radiant Dash\'s cooldown by 2 seconds and increases the maximum number of charges by 1.
526,24,7,Heavenly Zeal,0,Increases Breath of Heaven\'s Movement Speed bonus from 10% to 25%.
527,24,7,Blazing Fists,0,Every 3rd Basic Attack reduces the cooldown of Deadly Reach by 0.75 seconds.
528,24,10,Divine Palm,0,"Protect an allied Hero from death, causing them to be healed for 2501 (1187 + 4% per level) if they take fatal damage in the next 3 seconds."
529,24,10,Seven-Sided Strike,0,Become Invulnerable and strike 7 times over 1.81 seconds. Each strike hits the highest Health nearby Hero for 7% of their maximum Health.
530,24,13,Quicksilver,0,Radiant Dashing to an ally gives you and the target 30% bonus Movement Speed for 3 seconds.
531,24,13,Fists of Fury,0,Increases Deadly Reach\'s duration by 100%.
532,24,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. This can only trigger once every 30 seconds.Can be toggled to allow or prevent this talent from triggering."
533,24,13,Sixth Sense,0,"While stunned or rooted, Block all Basic Attacks, reducing their damage by 75% for 4 seconds."
534,24,16,Cleansing Touch,0,Radiant Dashing to an ally makes them Unstoppable for 1 second.
535,24,16,Way of the Hundred Fists,0,Radiant Dashing to an enemy launches a rapid volley of 6 Basic Attacks dealing 50% damage each.
536,24,16,Echo of Heaven,0,"Breath of Heaven heals 75% of its normal amount, but heals a second time 3 seconds later."
537,24,16,Dash of Light,0,Radiant Dashing to an ally increases the healing they receive from Breath of Heaven by 50% for 3 seconds.
538,24,20,Peaceful Repose,0,Divine Palm\'s cooldown is set to 5 seconds if the Hero does not die.
539,24,20,Transgression,0,Seven-Sided Strike hits 4 additional times.
540,24,20,Storm Shield,45,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
541,24,20,Epiphany,60,Activate to restore 32.81% of your maximum Mana and refill 2 charges of Radiant Dash.
542,25,1,Mana Thirst,0,Skeletal Swing restores 10 Mana per enemy hit.
543,25,1,Hopelessness,0,Increases the range of Drain Hope by 20%.
544,25,1,Block,0,"Every 5 seconds, you can Block a Basic Attack from an enemy Hero reducing its damage by 50%. Stores up to 2 charges."
545,25,1,Reanimation,0,"You can gather Regeneration Globes while Undying. Quest: Gathering a Regeneration Glove increases your Health Regeneration by 1 per second, up to 30 per second. Reward: After gathering 30 Globes, you also respawn 10 seconds faster."
546,25,4,Fealty Unto Death,0,"When a nearby Minion dies, you restore 1% of your maximum Health and 5 Mana. Half as effective while Undying."
547,25,4,Willing Vessel,0,Increases the healing from Drain Hope to 25% of your maximum Health and Drain Essence to 12.5% of your maximum Health.
548,25,4,Hardened Bones,0,"During Wraith Walk, you take 25% less damage."
549,25,4,Royal Focus,0,"If your body takes no damage during Wraith Walk\'s duration, the cooldown is reduced to 4 seconds."
550,25,7,Ghastly Reach,0,Increases the range of Skeletal Swing by 25%.
551,25,7,Lingering Apparition,0,Increases the duration of Wraith Walk by 80%.
552,25,7,Paralyzing Rage,0,Increases the Movement Speed slow of Skeletal Swing to 60%.
553,25,7,Ossein Renewal,0,Activate to heal 20% of your maximum life over 6 seconds. Half as effective while Undying.
554,25,10,Entomb,0,Create an unpathable tomb in front of you for 4 seconds.
555,25,10,March of the Black King,0,"Become Unstoppable and swing your mace three times, healing yourself for 7.03% of your maximum Health for each enemy Hero hit and dealing 401 (191 + 4% per level) damage."
556,25,13,Burning Rage,0,Deal 23 damage per second to nearby enemies.
557,25,13,Crushing Hope,0,"If Drain Hope lasts its full duration, it deals bonus damage equal to 10% of the victim\'s Maximum Health. This damage does not heal you."
558,25,13,Drain Momentum,0,Drain Hope now increases your Movement Speed by 10% instead of reducing it.
559,25,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
560,25,16,Renewed Swing,0,Skeletal Swing can be recast again for free within 3 seconds for 50% damage.
561,25,16,Consume Vitality,0,"Skeletal Swing heals you for 2% of your maximum Health per target hit, up to 10%. Half as effective while Undying."
562,25,16,Unyielding Despair,0,"Every second Drain Hope is active, its cooldown is reduced by 1 second."
563,25,16,Imposing Presence,0,Enemies that attack you have their Attack Speed slowed by 40%.
564,25,20,Buried Alive,0,Enemies inside Entomb take 198 (94 + 4% per level) damage per second.
565,25,20,Death March,0,Your final swing of March of the Black King also applies the base version of Drain Hope to all enemy Heroes in a large area.
566,25,20,Spectral Leech,0,Basic Attacks against enemy Heroes deal bonus damage equal to 5% of the Hero\'s maximum Health and heal you for the same amount.
567,25,20,Hardened Shield,0,Activate to reduce damage taken by 75% for 4 seconds.
568,26,1,Conjurer\'s Pursuit,0,"Quest: Gathering Regeneration Globes increases your Mana Regeneration by 0.1 per second, up to 2.54 per second. Reward: After gathering 25 Globes, also increase your maximum Mana by 100."
569,26,1,Pro Toss,0,Increases the range of Healing Brew by 30%.
570,26,1,Timeless Creature,0,Increases the duration of Cloud Serpent by 50%.
571,26,1,Gale Force,0,Increases Blinding Wind damage by 50%.
572,26,4,Healing Ward,0,Activate to place a ward on the ground that heals allies in an area for 1.95% of their max Health every second for 10 seconds.
573,26,4,Mending Serpent,0,Cloud Serpent heals the friendly unit for 22 Health each time it attacks.
574,26,4,Mass Vortex,0,Increases the number of enemies hit by Blinding Wind from 2 to 4.
575,26,4,Lingering Blind,0,Increases the duration of Blinding Wind by 50%.
576,26,7,Pitch Perfect,0,"After casting Healing Brew, its cost is reduced by 10 Mana for 6 seconds. This effect does not stack."
577,26,7,The Good Stuff,0,Healing Brew heals for an additional 60 Health over 6 seconds.
578,26,7,Lightning Serpent,0,"Cloud Serpent\'s attacks bounce to 3 nearby enemy targets, dealing 15 damage each."
579,26,7,Cleanse,0,Activate to make target ally Unstoppable for 1 second. Cannot be cast on yourself.
580,26,10,"Jug of 1,000 Cups",0,"Rapidly tosses brew to the most injured nearby allies, prioritizing Heroes, restoring a total of 1632 Health over 6 seconds."
581,26,10,Water Dragon,0,"Summon a Water Dragon that after a delay hits the nearest enemy Hero and all enemies near them, dealing 318 damage and slowing their Movement Speed by 70% for 4 seconds."
582,26,13,Elusive Feet,0,"When Fast Feet is triggered, gain 2 charges of Block (75% reduced Basic Attack damage) for 10 seconds. Can only trigger once every 10 seconds."
583,26,13,Hindering Winds,0,Blinding Wind also slows enemy Movement Speed by 25% for 2 seconds.
584,26,13,Surging Winds,0,Gain 5% Ability Power for 8 seconds for every enemy hit by Blinding Wind. Additional enemies hit refresh the duration of this buff and further increase Ability Power. Stacks up to 4 times.
585,26,13,Shrink Ray,0,Activate to reduce an enemy Hero\'s damage by 50% and Movement Speed by 50% for 4 seconds.
586,26,16,Shake It Off,0,Reduces the duration of the next Stun or Root against you by 75%. Can only trigger once every 15 seconds.
587,26,16,Safety Sprint,0,Increase the Movement Speed bonus of Fast Feet from 10% to 20% while under 50% Health.
588,26,16,Two For One,0,"Increases the number of allies healed by Healing Brew to 2, but increases the cooldown by 1.5 seconds."
589,26,16,Serpent Sidekick,0,You also gain a Cloud Serpent whenever you cast it on another ally.
590,26,20,"Jug of 1,000,000 Cups",0,"Jug of 1,000 Cups hits two targets at a time."
591,26,20,Double Dragon,0,"After hitting a target with Water Dragon, another dragon is summoned at the point of impact."
592,26,20,Kung Fu Hustle,0,Ability cooldowns refresh 150% faster while Fast Feet is active.
593,26,20,Storm Shield,0,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
594,26,20,Bolt of the Storm,0,Activate to teleport to a nearby location.
595,27,1,Astral Presence,0,Your Mana regeneration is increased by 100% while below 25% Mana.
596,27,1,Power Hungry,0,Regeneration Globes restore 100% more Mana and grant 10% Ability Power for 20 seconds.
597,27,1,Force Armor,0,"When Magic Missiles damages an enemy Hero, gain 50 Spell Armor against the next enemy Ability, reducing the damage taken by 50%. Can only gain 1 charge per cast, up to 4 charges maximum."
598,27,1,Aether Walker,0,"If you haven\'t taken damage in the last 5 seconds, Teleport costs no Mana and its cooldown is decreased by 2 seconds."
599,27,4,Charged Blast,0,Basic Attacking a target recently hit by a Magic Missile does an extra 191 (91 + 4% per level) damage.
600,27,4,Triumvirate,0,"If Arcane Orb hits an enemy Hero after traveling at least 50% of its base range, the cooldown is reduced by 50%."
601,27,4,Dominance,0,Takedowns restore 20% of your maximum Health.
602,27,7,Seeker,0,"If three Magic Missiles hit the same target, the third one deals an additional 274 (130 + 4% per level) damage."
603,27,7,Zei\'s Vengeance,0,"Arcane Orb does up to 25% more damage to enemies based on distance. Additionally, it\'s cooldown is reduced by 2 seconds."
604,27,7,Calamity,0,Teleport does 542 (309 + 3% per level) damage to enemy Heroes near your destination.
